Thread Title
Report not showing students for instructor in dashboard
Missing translations
Block/Site Editor Support
Hide “A Course By” section
Auto Student Enrollment
Missing enrollment?
Downloaded files in Tutor panel
School Enrollment and Payment
There is no total lessons? in tutor lms plugin
Conflict with Twenty Twenty Five
Next lesson won’t auto load
[OxygenBuilder + Oxygen LMS Plugin] Cart page empty
Unable To Access REST APIs
Tutor LMS automatic enroll
Fatal error in login_form_middle hook
Quizz without time limit = leave without alert message
Problem in the plugin translation
retry mode – button text : “Retry” instead of “Start Quiz”
Upgrading from Themeum 200.2.1 ver. to Ver 3.1 crashes site
Inquiry About Decimal Fraction Support in Tutor LMS
Difficulty translating the plugin into other languages
Unable to create and edit courses nor can add woocommerce product
Assistance Required: Unable to Add/Edit Courses in Tutor LMS Pro After Update
Issue with Certificate Issuance – Nonce not matched
Emails translation issue
Change text font color in different areas
Tutor LMS Zoom Meeting issue
Enroll for Many Courses at Onetime
Course listing title change
Editing The Tutor Dashboard Not working
incorrectly counts the number of lessons and quizzes
error in tutor lms 3.0 update
Issue: Setting Default Sorting for Dropdown in Tutor LMS Course Page
Issues with Tutor LMS and WooCommerce Integration (Free Version)
Student Registration not working
Tutor LMS custom field in course builder
Lost Course Page
Social Login Users (Google) in Tutor LMS for React Native App
problem using shortcodes with user panel
Abandon Quiz?
Create a new course in frontend issue
Problem Disabling Right-click and Hotlink
Issue with Schedule field in Course Builder
Display of Custom Field – TUTOR and ACF integration
Can’t Abandon Quiz
Tutlor lms courses not showing start learning instead of add to cart
Email tags not working
Course order not showing content list material
Student Registration form not working
Native Subscription Plans
Tutor LMS free courses
Bulk update not working
Problem with TUTOR LMS PLUGIN
Course builder extinding
How to do subscription
Multiple Bugs on my Tutor LMS site
Critical error on frontpage
"After the new update, the error remains the same"
Students and Quiz Bugs
Earned Marks does not account for decimal fractions
Tutor LMS 3 upgrade from 2 with WooCommerce setup
quiz Result
Admin pages no longer mobile friendly after update to 3.0
Woocommerce product isn’t showing on the Cart
Cart page not displaying properly after updated to 3.0
Copy a course in free edition
Error code
Checkout Issue in Tutor LMS on WordPress – Need Help to Fix
After the update of 3.0.0 I can’t access the add new and edit courses
tutor lms Video Lesson Completion Control not working
Custom TinyMCE addon doesn’t work after updating to 3.0.1
Logo Issue
how to show that the answer is wrong at once?
After the update I can’t access the create courses and addons page
Add a short description or excerpt under the title of course
Multiple classes inside a course?
Logo on email not appearing
Is the right to customize course page?
HTTPS is gone on Course page
"This Amazing LMS Plugin, but hmmmmm.."
Pricing Model missing
Enrolled students in MySQL database
Fatal Error when clicking on Start Learning
Quiz is protected even if the answer is wrong
Issues after the recent update
Cannot view answers for quiz questions
Editing course page
There’s a big question in the quiz
Start leanring not showing on courses
Dashboard: Wishlist
Can’t edit course content with elementor
Unhandled Runtime Error
Failed to initialize plugin: codesample
Can’t edit course content
Tutor LMS Quiz Error
How can I play HLS encrypted (m3u8) videos
Why There is Shipping on Course Bundle
Manual Enrollment
Find completed course in database
Different display of courses with the same settings
Lessons in course do not show
Show more/less translation switches back & missing in Loco translate
Inquiry About Black Friday Discount for Tutor LMS Pro Version
Problem in syc comments or Q&A in dashboard
Quize Free
i create custom course detail but not affect for course bundle
Immediate Attention Needed: Videos Stuck on Buffering
People ARe not able to watch videos as when they click on video it starts buffer
I have these errors. Please help:(
Start learning don’t start the course
[NSFW] How can I change login page a dashboard in website.com/dashboard
The button ‘Add to questions’ its not working
How to sell same course individually and under membership both
course count by Instructor
Custom Courses Page
In tutor lms how can I modify course-category page
Students suddenly cant login.
Add external and manual grading – REST API
Question Answer link in dasboard not working
Does it support viewing videos on YouTube without using the Tutor player?
Conflict API REST with Woocommerce
Custom certificate error
Content disappearing
Add to cart link + redirect after student subscribes
Can’t create custom course archive page
I don’t see the course in the courses section
Funny error message at login page
Cant translate certain stuff
Hide/disable quiz feedback
Cant complete a quizz and it resets after all the ansewrs
Show WooCommerce Order in Tutor LMS Dashboard’s Order History
Student are not getting course after purchasing
can’t direct after login
Migrating from Learnworlds
New Students Unable to Enroll After WooCommerce Purchase
Complete Button Not Appear
course permalink with transliterated title
Redirect After Login Based On User Role
Issue with Instructor Profile URL Parameter Causing Unexpected Redirection
Quizz time expired before the start
Error when adding yandex.metrica
Tutor lms and woocommerce conflicting with elementor plugin
[NSFW] Approve Instructor
How do I force users to login before accessing free course?
Taxes are not shown
Non-video based lesson
Trial Access Feature Request
"You do not receive emails when registering instructors, students or courses."
Add to Cart” Button Not Visible for Courses in Tutor LMS
Order of courses displayed in Bundle
Cannot remove Course Bundle
Students Unable to Register or Login After Switching to Free Version
Duplicate course
How do I create an event?
Course redirects to woocommerce product page
Husky conflict
What’s the best and/or most well integrated affiliate plugin for TutorLMS?
Withdrawal Request in Instructor Dashboard
Change Bottom Banner Next and Previous Button
Profile Icon
Courses are not selectable in Course Bundle
View all the quizzes
Continue Course button
Do you plan to add option to use quizzes a shortcode to embed on other pages?
Downloadable products in the Tutor Dashobard
Dashboard
Guest mode
Students Being Redirected to Completed Quiz
Students Being Redirected to Completed Quiz Instead of Proceeding to Next Lesson
Change course lesson slug
Translation problem and video player problem
How can i restore my tutor lms pro courses
Download certificate
Sell access to upcoming events
Quando instalo o plug-ins tuto da erro crítico
Problems with password reset
Course Page error
Fixed viewport layout for question text and quizzes
No Registra Estudiantes
tutor-icon issue in Chrome
Tutor LMS certificate custom fields
Topic Icon
"While TutorLMS works on Elementor Editor mode, it does not works on Finish mode"
Tutor LMS Rest API does not showing the price
Auto populate video length for all lessons
Using your own registration form in Tutor LMS
Custom fields woo commerce checkout
Custom Course Feedback Form or Survey
Tutor lms withdrawals
How to hide course from public but keep it visible to enrolled users
Course retake mode not working
Lesson complete not working with a PDF attachment only as the lesson
Change course-bundle slug
Course Bundle / Reports Add-on – Missing translations
The default image lightbox feature in Elementor is not working inside tutor
Category hierarchy not showing in course filer on the course archive
Mark as Complete lesson not showing Desktop
time for Quiz
Filter or sorting only loop
Error! parsererror
Player size for mp3
Tutor LMS removing backslash in Latex inside quiz
Tutor LMS default markings
missing/congflicting admin/user pages/dashboards
Tutor lms issue with Hello Elementor theme
Bulk import students using a CSV file
Does TutorLMS integrates with TranslatePress?
How to clean Autoloaded files
Into and Lesson Videos not working on Android
Direct Checkout ( Woocommerce )
File Upload not working properly (Assignment)
Course Archive page layout is not mobile responsive.
restore the menu from the Tutor Starter theme
restor tutor starter header
Creating a Live Course page around Tutor LMS
How to fake number of student learned one course
Tutor LMS Datepicker – Calendar Translation Problem
Email logo
disable student account tutor lms
student logout page not working
How to add a checkpoint point in a course on tutor lms
Exporting courses without dashboard access
"Elementor Issue, Course Page scattered, WooCommerce Order issue"
